Site Name,Device Hostname,Device Description,Software,Version
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,XProtect,152
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Shortcuts,7
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,WorkoutAlert-Mac,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Wireless Diagnostics,11
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,TYIM,104
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,UASharedPasteboardProgressUI,54.1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,UIKitSystem,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Uninstall Product,4.2.4.0
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Universal Control,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,universalAccessAuthWarn,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,UniversalAccessControl,7
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,UnmountAssistantAgent,5
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,UserNotificationCenter,82
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,VietnameseIM,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Voice Memos,3.1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,VoiceOver,10
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,VoiceOver Quickstart,10
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,VoiceOver Utility,10
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Wallpaper,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Watch Face Help,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Weather,5.1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,WidgetKit Simulator,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,WiFiAgent,17
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,WindowManager,278.4.7
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,WindowManagerShowDesktopEducation,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Wish,8.5.9
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,LogMeIn Client,4.1.7818
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,ShortcutDroplet,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Setup,4.2.4.0
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,MRT,1.93
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,MTLReplayer,304.7
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Music,1.5.5
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Music Recognition,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,NativeMessagingHost,5
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,nbagent,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,NetAuthAgent,6.2
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Network,15.5
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,News,10.4
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,MobileDeviceUpdater,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Notes,4.12.6
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,NowPlayingTouchUI,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Numbers,14.4
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,OBEXAgent,9
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,ODSAgent,1.9
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,OneDrive,24.101.0519
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,OnyX,4.4.4
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,OpenSpell,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,OSDUIHelper,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Pages,14.4
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Notification Center,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Mission Control,1.2
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Migration Assistant,15.5
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Microsoft Word,16.78.3
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,LogMeIn Installer 4.1.0,4.01.11887
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,LogMeIn Installer 4.1.0,4.01.12353
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,LogMeIn Menubar,4.1.13393
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,LogMeInDiag,4.1.13393
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,LogMeInPluginUninstaller,1.0.730
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,LogTransport2,2.0.1.011
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Mail,16
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,MakePDF,10.1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,ManagedClient,17.1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Maps,3
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,MediaMLPluginApp,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Memory Slot Utility,1.5.3
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Messages,14
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Microsoft AutoUpdate,4.79
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Microsoft Error Reporting,2.2.9
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Microsoft Excel,16.78.3
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Microsoft OneNote,16.99.2
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Microsoft Outlook,16.78.3
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Microsoft PowerPoint,16.78.3
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Microsoft Ship Asserts,1.1.4
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Microsoft Teams classic,1.00.627656
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Paired Devices,6.6.0
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,ParentalControls,4.1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Pass Viewer,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Passwords,1.5
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Recents,15.5
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Recursive File Processing Droplet,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Recursive Image File Processing Droplet,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,RegisterPluginIMApp,26.2
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Reminders,7
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Remote Desktop,3.9.9
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Remote Desktop Connection,2.1.0
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Remote Desktop Message,3.9.8
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Reset Calendar Sync,1.3
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Rosetta 2 Updater,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,ScanEventHandler,1.7.0
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,SCIM,104
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Screen Sharing,5.3
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Screen Time,3
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,screencaptureui,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,ScreenReaderUIServer,10
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,ScreenSaverEngine,5
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Screenshot,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Script Editor,2.11
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Script Menu,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,ScriptMonitor,1.0.1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,rcd,362
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Setup Assistant,10.1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,rastertofax,5.32.0
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,RapportUIAgent,6.6.0
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,pdftopdf,2.7.1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,PeopleMessageService,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Photo Booth,13.1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Photos,10
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,PIPAgent,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,PluginIM,26.2
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Podcasts,1.1.0
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,PowerChime,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,PressAndHold,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Preview,11
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,PreviewShell,16
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Print Center,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,privatecloudcomputed,2260.19
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Pro Display Calibrator,211.0.1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Problem Reporter,10.13
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Profile Installer,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,qlmanage,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Quick Look Simulator,1
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,quicklookd,5
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,QuickLookUIHelper,5
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,QuickTime Player,10.5
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,rastertoepfax,1.71
"The Core Club Fifth Ave, Inc.",AH-Macbook-Air.local,Francescas-MacBook-Pro.local,PHSP_26_11_1_32,6.8.0.821
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Adobe Application Manager,2.2.41.0
"The Core Club Fifth Ave, Inc.",JENNIE-ITALY-MBP-2023.local,JENNIE-ITALY-MBP-2023.local,Adobe AIR Application Installer,3.7
"The Core Club Fifth Ave, Inc.",CORENYCLAPT008,CORENYCLAPT008,Google Chrome,143.0.7499.193
"The Core Club Fifth Ave, Inc.",CORENYCLAPT008,CORENYCLAPT008,Lenovo System Update,5.08.03.59
"The Core Club Fifth Ave, Inc.",CORENYCLAPT008,CORENYCLAPT008,Lenovo Vantage Service,4.3.96.0
"The Core Club Fifth Ave, Inc.",CORENYCLAPT008,CORENYCLAPT008,Logitech Presentation,1.60.33
"The Core Club Fifth Ave, Inc.",Lisa-AmmermanMacbook-Pro.local,Lisa-AmmermanMacbook-Pro.local,Microsoft Outlook,16.103.4
"The Core Club Fifth Ave, Inc.",Lisa-AmmermanMacbook-Pro.local,Lisa-AmmermanMacbook-Pro.local,Microsoft OneNote,16.102.1
"The Core Club Fifth Ave, Inc.",Lisa-AmmermanMacbook-Pro.local,Lisa-AmmermanMacbook-Pro.local,Microsoft Excel,16.102.2
"The Core Club Fifth Ave, Inc.",Lisa-AmmermanMacbook-Pro.local,Lisa-AmmermanMacbook-Pro.local,Microsoft Defender,101.24080.0001
"The Core Club Fifth Ave, Inc.",Lisa-AmmermanMacbook-Pro.local,Lisa-AmmermanMacbook-Pro.local,Microsoft AutoUpdate,4.81.2
"The Core Club Fifth Ave, Inc.",CORENYCLAPT008,CORENYCLAPT008,Foxit PDF Reader,2025.3.0.35737
"The Core Club Fifth Ave, Inc.",Lisa-AmmermanMacbook-Pro.local,Lisa-AmmermanMacbook-Pro.local,Messages,14
"The Core Club Fifth Ave, Inc.",Lisa-AmmermanMacbook-Pro.local,Lisa-AmmermanMacbook-Pro.local,MediaMLPluginApp,1
"The Core Club Fifth Ave, Inc.",Lisa-AmmermanMacbook-Pro.local,Lisa-AmmermanMacbook-Pro.local,Maps,3
"The Core Club Fifth Ave, Inc.",Lisa-AmmermanMacbook-Pro.local,Lisa-AmmermanMacbook-Pro.local,ManagedClient,17.1
"The Core Club Fifth Ave, Inc.",Lisa-AmmermanMacbook-Pro.local,Lisa-AmmermanMacbook-Pro.local,MakePDF,10.1
"The Core Club Fifth Ave, Inc.",Lisa-AmmermanMacbook-Pro.local,Lisa-AmmermanMacbook-Pro.local,Mail,16
"The Core Club Fifth Ave, Inc.",Lisa-AmmermanMacbook-Pro.local,Lisa-AmmermanMacbook-Pro.local,loginwindow,9
"The Core Club Fifth Ave, Inc.",Lisa-AmmermanMacbook-Pro.local,Lisa-AmmermanMacbook-Pro.local,LiveSpeech,1
"The Core Club Fifth Ave, Inc.",Lisa-AmmermanMacbook-Pro.local,Lisa-AmmermanMacbook-Pro.local,Live Captions,1
"The Core Club Fifth Ave, Inc.",Lisa-AmmermanMacbook-Pro.local,Lisa-AmmermanMacbook-Pro.local,LinkedNotesUIService,1
"The Core Club Fifth Ave, Inc.",Lisa-AmmermanMacbook-Pro.local,Lisa-AmmermanMacbook-Pro.local,Memory Slot Utility,1.5.3
"The Core Club Fifth Ave, Inc.",CORENYCLAPT008,CORENYCLAPT008,Datto RMM,4.4.10516.10516
"The Core Club Fifth Ave, Inc.",CORENYCLAPT008,CORENYCLAPT008,Clean Your Device,2.00.0001
"The Core Club Fifth Ave, Inc.",AH-Macbook-Air.local,Francescas-MacBook-Pro.local,ZZ's Club,1.0.5
"The Core Club Fifth Ave, Inc.",AH-Macbook-Air.local,Francescas-MacBook-Pro.local,UserNotificationCenter,82
"The Core Club Fifth Ave, Inc.",AH-Macbook-Air.local,Francescas-MacBook-Pro.local,VietnameseIM,1
"The Core Club Fifth Ave, Inc.",AH-Macbook-Air.local,Francescas-MacBook-Pro.local,Voice Memos,3.1
"The Core Club Fifth Ave, Inc.",AH-Macbook-Air.local,Francescas-MacBook-Pro.local,VoiceOver,10
"The Core Club Fifth Ave, Inc.",AH-Macbook-Air.local,Francescas-MacBook-Pro.local,VoiceOver Quickstart,10
"The Core Club Fifth Ave, Inc.",AH-Macbook-Air.local,Francescas-MacBook-Pro.local,VoiceOver Utility,10
"The Core Club Fifth Ave, Inc.",AH-Macbook-Air.local,Francescas-MacBook-Pro.local,Wallpaper,1
"The Core Club Fifth Ave, Inc.",AH-Macbook-Air.local,Francescas-MacBook-Pro.local,Watch Face Help,1
"The Core Club Fifth Ave, Inc.",AH-Macbook-Air.local,Francescas-MacBook-Pro.local,Weather,5.1
"The Core Club Fifth Ave, Inc.",AH-Macbook-Air.local,Francescas-MacBook-Pro.local,Webroot SecureAnywhere,9.1.1
"The Core Club Fifth Ave, Inc.",AH-Macbook-Air.local,Francescas-MacBook-Pro.local,WhatsApp,25.33.18
"The Core Club Fifth Ave, Inc.",AH-Macbook-Air.local,Francescas-MacBook-Pro.local,WidgetKit Simulator,1
"The Core Club Fifth Ave, Inc.",AH-Macbook-Air.local,Francescas-MacBook-Pro.local,WiFiAgent,17
"The Core Club Fifth Ave, Inc.",AH-Macbook-Air.local,Francescas-MacBook-Pro.local,WindowManager,278.4.7
"The Core Club Fifth Ave, Inc.",AH-Macbook-Air.local,Francescas-MacBook-Pro.local,WindowManagerShowDesktopEducation,1
"The Core Club Fifth Ave, Inc.",AH-Macbook-Air.local,Francescas-MacBook-Pro.local,Wireless Diagnostics,11
"The Core Club Fifth Ave, Inc.",AH-Macbook-Air.local,Francescas-MacBook-Pro.local,Wish,8.5.9
"The Core Club Fifth Ave, Inc.",AH-Macbook-Air.local,Francescas-MacBook-Pro.local,WorkoutAlert-Mac,1
"The Core Club Fifth Ave, Inc.",AH-Macbook-Air.local,Francescas-MacBook-Pro.local,XProtect,153
"The Core Club Fifth Ave, Inc.",AH-Macbook-Air.local,Francescas-MacBook-Pro.local,zoom,6.5.12 (63499)
"The Core Club Fifth Ave, Inc.",AH-Macbook-Air.local,Francescas-MacBook-Pro.local,ZoomAutoUpdater,6.1.11 (39163)
"The Core Club Fifth Ave, Inc.",Lisa-AmmermanMacbook-Pro.local,Lisa-AmmermanMacbook-Pro.local,Launchpad,1
"The Core Club Fifth Ave, Inc.",Lisa-AmmermanMacbook-Pro.local,Lisa-AmmermanMacbook-Pro.local,Language Chooser,1
"The Core Club Fifth Ave, Inc.",Lisa-AmmermanMacbook-Pro.local,Lisa-AmmermanMacbook-Pro.local,KoreanIM,1
"The Core Club Fifth Ave, Inc.",Lisa-AmmermanMacbook-Pro.local,Lisa-AmmermanMacbook-Pro.local,Keychain Circle Notification,1
"The Core Club Fifth Ave, Inc.",Lisa-AmmermanMacbook-Pro.local,Lisa-AmmermanMacbook-Pro.local,iCloud Drive,1
"The Core Club Fifth Ave, Inc.",Lisa-AmmermanMacbook-Pro.local,Lisa-AmmermanMacbook-Pro.local,iCloud,1
"The Core Club Fifth Ave, Inc.",Lisa-AmmermanMacbook-Pro.local,Lisa-AmmermanMacbook-Pro.local,Home,9
"The Core Club Fifth Ave, Inc.",Lisa-AmmermanMacbook-Pro.local,Lisa-AmmermanMacbook-Pro.local,Grapher,2.7
"The Core Club Fifth Ave, Inc.",CORENYCLAPT008,CORENYCLAPT008,Microsoft 365 Apps for business - en-us,16.0.19426.20218
"The Core Club Fifth Ave, Inc.",CORENYCLAPT008,CORENYCLAPT008,Microsoft Edge,143.0.3650.96
"The Core Club Fifth Ave, Inc.",CORENYCLAPT008,CORENYCLAPT008,Microsoft OneDrive,25.224.1116.0003
"The Core Club Fifth Ave, Inc.",CORENYCLAPT008,CORENYCLAPT008,Microsoft OneNote - en-us,16.0.19426.20218
"The Core Club Fifth Ave, Inc.",CORENYCLAPT008,CORENYCLAPT008,Microsoft Teams Meeting Add-in for Microsoft Office,1.25.28902
"The Core Club Fifth Ave, Inc.",CORENYCLAPT008,CORENYCLAPT008,Microsoft Update Health Tools,5.72.0.0
"The Core Club Fifth Ave, Inc.",CORENYCLAPT008,CORENYCLAPT008,Microsoft Visual C++ 2013 Redistributable (x64) - 12.0.40649,12.0.40649.5
"The Core Club Fifth Ave, Inc.",CORENYCLAPT008,CORENYCLAPT008,Microsoft Visual C++ 2013 Redistributable (x86) - 12.0.40649,12.0.40649.5
"The Core Club Fifth Ave, Inc.",CORENYCLAPT008,CORENYCLAPT008,Microsoft Visual C++ 2015-2022 Redistributable (x64) - 14.30.30704,14.30.30704.0
"The Core Club Fifth Ave, Inc.",CORENYCLAPT008,CORENYCLAPT008,Mozilla Firefox (x64 en-US),146.0.1
"The Core Club Fifth Ave, Inc.",CORENYCLAPT008,CORENYCLAPT008,Mozilla Maintenance Service,146.0.1
"The Core Club Fifth Ave, Inc.",CORENYCLAPT008,CORENYCLAPT008,Printer Installer Client,25.1.0.1220
"The Core Club Fifth Ave, Inc.",CORENYCLAPT008,CORENYCLAPT008,Sentinel Agent,25.1.334
"The Core Club Fifth Ave, Inc.",CORENYCLAPT008,CORENYCLAPT008,SonicWall NetExtender,10.2.331
"The Core Club Fifth Ave, Inc.",CORENYCLAPT008,CORENYCLAPT008,Teams Machine-Wide Installer,1.5.0.8070
"The Core Club Fifth Ave, Inc.",CORENYCLAPT011,CORENYCLAPT011,Adobe Acrobat (64-bit),23.008.20470
"The Core Club Fifth Ave, Inc.",CORENYCLAPT011,CORENYCLAPT011,Advanced Monitoring Agent Network Management,44.2.0.7
"The Core Club Fifth Ave, Inc.",Lisa-AmmermanMacbook-Pro.local,Lisa-AmmermanMacbook-Pro.local,iCloud Drive,15.5
"The Core Club Fifth Ave, Inc.",AH-Macbook-Air.local,Francescas-MacBook-Pro.local,UnmountAssistantAgent,5
"The Core Club Fifth Ave, Inc.",Lisa-AmmermanMacbook-Pro.local,Lisa-AmmermanMacbook-Pro.local,iCloud+,1
"The Core Club Fifth Ave, Inc.",Lisa-AmmermanMacbook-Pro.local,Lisa-AmmermanMacbook-Pro.local,identityservicesd,10
